log_name,session_id,raw_file_bytes,raw_file_sha256,raw_frames,raw_allowlisted_frames,candidate_windows,short_window,invalid_current,no_route,not_in_allowlist,eligible_scenes,unit_stride_eligible_scenes,distinct_valid_window_current_tokens,protocol_cell,cache_scenes,protocol_scenes
2021.06.14.11.44.56_veh-35_02983_03378,2021.06.14.11.44.56_veh-35,14023796,ba2bb7f618cc27ac7f6865e642df8f814bfa808df17dad160e45e8917889a963,789,149,57,1,0,0,40,16,149,56,stage3:test,24,24
2021.06.14.11.44.56_veh-35_03389_04017,2021.06.14.11.44.56_veh-35,30334121,c2b3018b6875ea7c46636cd0bb64bb17c07baac5846062c6816accf8eef08337,1252,147,90,1,0,0,80,9,147,89,stage3:test,23,23
2021.06.14.11.44.56_veh-35_04178_05084,2021.06.14.11.44.56_veh-35,38375167,2ed5edd8745839fa3364c499e17742c577cb22b44747a1c65e42fd535b50026b,1799,275,129,1,0,0,109,19,275,128,stage3:test,34,34
2021.06.14.11.44.56_veh-35_05211_05338,2021.06.14.11.44.56_veh-35,5519405,64c520f6caaff1bdf4f966af9f035c4f184924d342005b981e067dfd19455f56,250,49,18,1,0,1,11,5,49,16,stage3:test,7,7
2021.06.14.13.27.42_veh-35_00005_00123,2021.06.14.13.27.42_veh-35,3888489,3597a468f86bfb5fabeb6b5f2b6750b7fced3b75ce71fc6acf1465636a0fe78f,234,60,17,1,0,0,13,3,60,16,stage3:train,10,10
2021.06.14.13.27.42_veh-35_00142_00231,2021.06.14.13.27.42_veh-35,3545565,9e41bb0cb18b3f75594aa0709200a8f89c200fc17dc16364b41e28675f81756d,178,8,13,1,0,0,11,1,8,12,stage3:train,1,1
2021.06.14.13.27.42_veh-35_00243_00342,2021.06.14.13.27.42_veh-35,3758354,569352dd176071a9824ad102377cd59a46cb86ea337e49559b0f8494ea4c5e95,198,19,15,1,0,0,12,2,19,14,stage3:train,2,2
2021.06.14.13.27.42_veh-35_00353_00531,2021.06.14.13.27.42_veh-35,6843093,f3f2a5c867b2abbf1d3355d6f42ee177528de5169fcfa99241df3978e61a5718,355,45,26,1,0,0,22,3,45,25,stage3:train,9,9
2021.06.14.13.27.42_veh-35_00542_00645,2021.06.14.13.27.42_veh-35,4728624,b6b9d4b3ba6dd2aa8b8e1dfca76e3597fce6456b6d9e70b09bcb54d489bce1b5,205,66,15,1,0,0,10,4,66,14,stage3:train,9,9
2021.06.14.13.27.42_veh-35_00691_00798,2021.06.14.13.27.42_veh-35,7888179,ecc9f14cf2f8dbabde57bc87433d623fc8a3d06cd442394736559c00a8587659,212,9,16,1,0,0,15,0,9,15,stage3:train,3,3
2021.06.14.13.27.42_veh-35_00842_00940,2021.06.14.13.27.42_veh-35,3833969,ae63be62d2f9a8c015b9864923ff174011ebc438938ac355c5b8bce9ca10f05c,192,20,14,1,0,0,13,0,20,13,stage3:train,4,4
2021.06.14.13.27.42_veh-35_01025_01086,2021.06.14.13.27.42_veh-35,1905443,2bf1cbb4eaf4486d6f4646bb582c9b7628073d305df3f0f238ca58db1b9829fa,120,41,9,1,0,0,3,5,41,8,stage3:train,5,5
2021.06.14.13.27.42_veh-35_01160_01331,2021.06.14.13.27.42_veh-35,7130217,b429d5b50de98aec94740b0a627e6888b3a0f32090a79ffcc763ddb4b8025ebd,339,32,25,1,0,0,23,1,32,24,stage3:train,4,4
2021.06.14.13.27.42_veh-35_01342_01461,2021.06.14.13.27.42_veh-35,5292953,8719654a705a2e72aad3fa6440616bb4e6f1447ee24f391c4342091105adb21f,237,8,17,1,0,0,16,0,8,16,stage3:train,2,2
2021.06.14.13.27.42_veh-35_01472_01666,2021.06.14.13.27.42_veh-35,12300179,cafe47b7d660d2a49cfc5e434defc05da2d1af075f3549bb019d840971290209,383,79,28,1,0,0,21,6,79,27,stage3:train,12,12
2021.06.14.13.27.42_veh-35_01698_01822,2021.06.14.13.27.42_veh-35,6232080,dd1907dae18647f4ad7b179cbd86a77a957f1d5d72b516af8d84f4acd6a4ebbb,247,11,18,1,0,0,16,1,11,17,stage3:train,2,2
2021.06.14.13.27.42_veh-35_01854_01994,2021.06.14.13.27.42_veh-35,5092594,ce6cc28be7a4d59482decefc69aed72c533dcc8bc515d5c46a976ce4aede77b3,280,53,20,0,0,0,16,4,53,20,stage3:train,9,9
2021.06.14.13.27.42_veh-35_02028_02106,2021.06.14.13.27.42_veh-35,2503437,7cb213149e2946e2bacf54ea560ff9d832cf447457b0e9c826cfa5c885bd4da5,156,28,12,1,0,0,8,3,28,11,stage3:train,4,4
2021.06.14.13.27.42_veh-35_02117_02272,2021.06.14.13.27.42_veh-35,6690136,a272ad4f0122236f969b3a55329d58942f125ff44bdf913fad50d700067eb0a9,309,18,23,1,0,0,21,1,18,22,stage3:train,3,3
2021.06.14.13.27.42_veh-35_02283_02603,2021.06.14.13.27.42_veh-35,16443559,eae8f42f1bd3b73138f1affab9791be76bf3634199f32e109cb70e5892bdd84b,640,107,46,1,0,0,41,4,107,45,stage3:train,16,16
2021.06.14.13.27.42_veh-35_02614_02842,2021.06.14.13.27.42_veh-35,12258254,c162cb1d3936cbe6f5128d50fd627a9dba86e6f3f492e39a08bf01ea0524600c,453,36,33,1,0,0,31,1,36,32,stage3:train,9,9
2021.06.14.13.27.42_veh-35_02853_02953,2021.06.14.13.27.42_veh-35,3976945,c95cdae068a735fe4829536252149f2d319b9761cfee7519c0ce05d416f4b85b,198,40,15,1,0,0,11,3,40,14,stage3:train,7,7
2021.06.14.13.27.42_veh-35_03142_03404,2021.06.14.13.27.42_veh-35,10835485,7273331805182e82105587121f1e7c0374b15bf51095a08ceb989bb90b755fa0,521,56,38,1,0,0,32,5,56,37,stage3:train,11,11
2021.06.14.13.27.42_veh-35_03463_03587,2021.06.14.13.27.42_veh-35,10863281,5277ecea27e7b09fa0f9e28973f749eb4bca856771af45703d322ca308f9fe7e,247,13,18,1,0,0,16,1,13,17,stage3:train,4,4
2021.06.14.13.27.42_veh-35_03624_03705,2021.06.14.13.27.42_veh-35,2556366,1b32867702a771184d8e7f182a22e7dd8c33ebdf6339111d9d1c1ac48231e6d1,160,32,12,1,0,0,8,3,32,11,stage3:train,4,4
2021.06.14.13.27.42_veh-35_03806_03990,2021.06.14.13.27.42_veh-35,8824470,e7010e90567081ff0ff964f27197b04959fce17ad3882e9724d695caeb088829,367,26,27,1,0,0,25,1,26,26,stage3:train,5,5
2021.06.14.13.27.42_veh-35_04001_04236,2021.06.14.13.27.42_veh-35,7728804,87d7bb6bf3d1a24b10662cfaa1c7199a100f8f7f0e9c42344216458f842c7dac,470,99,34,1,0,0,27,6,99,33,stage3:train,15,15
2021.06.14.13.27.42_veh-35_04362_04572,2021.06.14.13.27.42_veh-35,7859619,18dfabbcbdcd9de949168c776d92409b3bd1558e0338e7f5b1b0799e06c3f66c,418,32,30,1,0,0,25,4,32,29,stage3:train,6,6
2021.06.14.13.27.42_veh-35_04596_04692,2021.06.14.13.27.42_veh-35,5862746,0de23defa2aa7d6199db20040b5833a50d8f243b65336ee3fbaf3ff1b10f06db,192,18,14,1,0,0,12,1,18,13,stage3:train,4,4
2021.06.14.13.27.42_veh-35_04704_04782,2021.06.14.13.27.42_veh-35,3874636,a146151f96a56f75ae4c21ee3c119316fa13c8421d2451a7efddcd38dcd95729,154,52,11,0,0,0,7,4,52,11,stage3:train,7,7
2021.06.14.13.27.42_veh-35_04793_04883,2021.06.14.13.27.42_veh-35,6471921,07875436530969010e9528cbd6333a1b09396cd78d3777d87a754d7511c61a2a,179,6,13,1,0,0,11,1,6,12,stage3:train,1,1
2021.06.14.13.27.42_veh-35_04894_05018,2021.06.14.13.27.42_veh-35,7052625,27358a8b404360400eed881796ae8b3c8f51d28625c949ebafe32e3df415bc60,248,43,18,1,0,0,13,4,43,17,stage3:train,5,5
2021.06.14.13.27.42_veh-35_05029_05340,2021.06.14.13.27.42_veh-35,13100368,606f15e0d3661e70b48ccab144b26e36a7fef0112bbec98bc57d69687d9ee57c,620,122,45,1,0,2,32,10,122,42,stage3:train,17,17
2021.06.14.13.28.41_veh-12_00005_00158,2021.06.14.13.28.41_veh-12,6848210,97a85cf7949b9d49c50bf9bab77c2dc98bbc014516aa142f7d73f3a0f8aaa472,304,22,22,1,0,0,19,2,22,21,stage3:audit,4,4
2021.06.14.13.28.41_veh-12_00169_00783,2021.06.14.13.28.41_veh-12,33197595,567782b9f5cc204762a1b26391977e9c3bf7ff9d954178f2440edb17098964a6,1220,158,88,1,0,0,76,11,158,87,stage3:audit,24,24
2021.06.14.13.28.41_veh-12_00906_01063,2021.06.14.13.28.41_veh-12,4342055,33662367891faeee45a70d4822ee83a7698a6360a3724430a72a5ab9c41822d2,313,74,23,1,0,0,16,6,74,22,stage3:audit,11,11
2021.06.14.13.28.41_veh-12_01138_01284,2021.06.14.13.28.41_veh-12,5742775,514c437e011b0431c16b3c5d659b34b1f7fdc7b4fe0b2c4dcab79326d7555b54,291,30,21,1,0,0,18,2,30,20,stage3:audit,4,4
2021.06.14.13.28.41_veh-12_01313_01541,2021.06.14.13.28.41_veh-12,13238220,4173c7ee490ec238f100d56cf940a2bc9884b71b5504db4169bbb00063266484,454,107,33,1,0,0,24,8,107,32,stage3:audit,13,13
2021.06.14.13.28.41_veh-12_01591_01695,2021.06.14.13.28.41_veh-12,7641368,b962bacdb6ae48095f1604fab997edff644131f3601132698b60aec25693ef06,206,14,15,1,0,0,14,0,14,14,stage3:audit,3,3
2021.06.14.13.28.41_veh-12_01779_02059,2021.06.14.13.28.41_veh-12,10788847,01991c21c32186dd73dc5284eeef35a2fba21871234cff8212a91890d2198087,557,122,40,1,0,0,33,6,122,39,stage3:audit,18,18
2021.06.14.13.28.41_veh-12_02070_02140,2021.06.14.13.28.41_veh-12,4129833,f3a5e60dbced8f293f9f2248a0ace3aca248944e6658c20403770db461e7db2e,140,26,10,0,0,0,8,2,26,10,stage3:audit,4,4
2021.06.14.13.28.41_veh-12_02245_02340,2021.06.14.13.28.41_veh-12,3946565,ec055ebc23799982c3cdac0e4448f12d9a332ff33829dfa88973eb5c0014db16,190,3,14,1,0,0,13,0,3,13,stage3:audit,1,1
2021.06.14.13.28.41_veh-12_02414_02601,2021.06.14.13.28.41_veh-12,14406940,625c0a443fb1d1f94f4951d3e4a5766fb99c53fe8b5800af30e06116ede7aea2,368,67,27,1,0,0,22,4,67,26,stage3:audit,9,9
2021.06.14.13.28.41_veh-12_02612_02703,2021.06.14.13.28.41_veh-12,3748443,b1b52ce6edb990d79b71c2ea06e9c44411b65f5e6ee7e58e62a0eee39c65377a,182,18,13,0,0,0,11,2,18,13,stage3:audit,3,3
2021.06.14.13.28.41_veh-12_02845_03153,2021.06.14.13.28.41_veh-12,10721471,e935a05588c4a6a36a8a1c89119862adf92ea818c78a327fcf505755a3408b32,613,135,44,1,0,0,33,10,135,43,stage3:audit,19,19
2021.06.14.13.28.41_veh-12_03221_03301,2021.06.14.13.28.41_veh-12,3620902,76f83fdeaf5481250c2e5d18a5c21d2aebb42663ee0d8e72236e0d97c9f85e6b,160,15,12,1,0,0,10,1,15,11,stage3:audit,2,2
2021.06.14.13.28.41_veh-12_03763_03829,2021.06.14.13.28.41_veh-12,2631200,09f29daf73f6bdaabb8c83b91d0ae24a52c62d786e81b625359fe3cfd07d1a07,132,1,10,1,0,0,9,0,1,9,stage3:audit,1,1
2021.06.14.13.28.41_veh-12_03841_04014,2021.06.14.13.28.41_veh-12,6177286,580da485a7f75ec4301811027a447db00ae1643d5b14dcba73b76d0e9b75f7fa,346,63,25,1,0,0,19,5,63,24,stage3:audit,11,11
2021.06.14.13.28.41_veh-12_04090_04289,2021.06.14.13.28.41_veh-12,9630825,fb7938ac5191a56e5ef558bc056aa6ce8caa34a5321e77f67859b06d16a1b802,396,29,29,1,0,0,25,3,29,28,stage3:audit,3,3
2021.06.14.13.28.41_veh-12_04300_04506,2021.06.14.13.28.41_veh-12,7816490,2ea84766d2a485be6382da1dee0be1313c0045ea57c8bd1817f250571a3673e7,411,26,30,1,0,0,25,4,26,29,stage3:audit,4,4
2021.06.14.13.28.41_veh-12_04530_04609,2021.06.14.13.28.41_veh-12,4188741,53fe9fc9829214362432061cbd6af678cda6d840b1011c9e8b0f65fbb1211472,155,12,12,1,0,0,11,0,12,11,stage3:audit,2,2
2021.06.14.13.28.41_veh-12_04719_04892,2021.06.14.13.28.41_veh-12,13698335,3c312f69269ed8fdaa4c8b0aa6b87fa87d5fb8b38ca8347783dddb2d2fa31420,345,50,25,1,0,0,19,5,50,24,stage3:audit,7,7
2021.06.14.13.28.41_veh-12_04903_05107,2021.06.14.13.28.41_veh-12,10589126,805d010afe7c347e0ca1a50c3294f80e43f710f24375748302dccd1472d3b338,407,58,30,1,0,0,24,5,58,29,stage3:audit,8,8
2021.06.14.13.28.41_veh-12_05118_05258,2021.06.14.13.28.41_veh-12,4422252,6962a527333e59ff2f9c2c447276ae0b8b4af8db3c0bc4fea4a5c7847cd6d091,279,77,20,1,0,0,13,6,77,19,stage3:audit,9,9
2021.06.14.13.28.41_veh-12_05269_05369,2021.06.14.13.28.41_veh-12,4262195,53f646d643c9afb55967911acb8468a779c3616600b1ea5b9de66edfd21e9642,199,41,15,1,0,1,9,4,41,13,stage3:audit,6,6
2021.06.14.14.03.45_veh-38_00088_00769,2021.06.14.14.03.45_veh-38,30459468,5bb4d74bd7cd529633e956fff0a482d3326c9526ca710ae2c45be9dfc447722f,1353,67,97,1,0,0,91,5,67,96,stage3:test,10,10
2021.06.14.14.03.45_veh-38_00780_01007,2021.06.14.14.03.45_veh-38,9880806,76629cd351d98bed2aa42ca22613e67fa560098d53134f18300a51b7590a5a21,452,96,33,1,0,0,25,7,96,32,stage3:test,13,13
2021.06.14.14.03.45_veh-38_01018_01144,2021.06.14.14.03.45_veh-38,5440373,7d47d04ed5d750c449d77e245ae989384320c02475b174007a9de682c8d17a3b,250,64,18,1,0,0,12,5,64,17,stage3:test,8,8
2021.06.14.14.03.45_veh-38_01155_01358,2021.06.14.14.03.45_veh-38,7992073,53a77459cedbfc09532d7175ad07de58184d5b8859af4462488ecdae14a7d972,402,23,29,1,0,0,25,3,23,28,stage3:test,5,5
2021.06.14.14.03.45_veh-38_01624_01811,2021.06.14.14.03.45_veh-38,13809429,551f3f864d59d29b9d5768feadd9e20d8f8bb17b51b13f0cb9bfce2ffa514b11,374,11,27,1,0,0,25,1,11,26,stage3:test,3,3
2021.06.14.14.03.45_veh-38_01927_01996,2021.06.14.14.03.45_veh-38,3302857,22baadb3289503d32b87e512d22bb22832a80200d5aa7a7055bf0fd5ffccea16,136,27,10,1,0,0,7,2,27,9,stage3:test,5,5
2021.06.14.14.03.45_veh-38_02007_02072,2021.06.14.14.03.45_veh-38,1633104,69e67455da92e21c471a96a8035163f3a57c3d5d5377349ded15f82af32eb287,127,20,10,1,0,0,8,1,20,9,stage3:test,3,3
2021.06.14.14.03.45_veh-38_02112_03169,2021.06.14.14.03.45_veh-38,55215124,3d94d0483eb1b2bf3682a078a445180e6e3b434b1d33a40e5c116ef611d5af82,2101,198,151,1,0,0,132,18,198,150,stage3:test,34,34
2021.06.14.14.03.45_veh-38_03180_03766,2021.06.14.14.03.45_veh-38,21976183,e2dd35f2f4938e019faedfcb4f6c9b9af9b0b069e2e4216c9225103f0eb49633,1158,111,83,1,0,0,73,9,111,82,stage3:test,20,20
2021.06.14.14.03.45_veh-38_04137_04387,2021.06.14.14.03.45_veh-38,15001592,a1827a8d41c30244c0bf9c57cef6485dcccf3635f6311ba41b7452dc932115c8,496,60,36,1,0,0,30,5,60,35,stage3:test,9,9
2021.06.14.14.03.45_veh-38_04398_04488,2021.06.14.14.03.45_veh-38,2247717,91927cc9cf4585c5efdeec08a06dc57893bbf6a3066ae9e2f32e7387f51964e1,180,33,13,1,0,0,8,4,33,12,stage3:test,6,6
2021.06.14.14.03.45_veh-38_04499_05170,2021.06.14.14.03.45_veh-38,33667715,94bbd145623538296d88f1a076615d2b3a522384dcee48fff125b43f7a1ed356,1338,225,96,1,0,0,78,17,225,95,stage3:test,32,32
2021.06.14.14.03.45_veh-38_05222_05347,2021.06.14.14.03.45_veh-38,9507726,360fbdd9258023cccca72fe5e317f49ae9ac58bcd443a0256890a1ed91d10693,247,24,18,1,0,0,16,1,24,17,stage3:test,4,4
2021.06.14.14.25.15_veh-26_00398_00578,2021.06.14.14.25.15_veh-26,10280533,3cd15afa279e44df148be1362a59fc2ff086b5ef87bf39e9defcb9518303beb4,359,7,26,1,0,0,25,0,7,25,stage2:train,2,2
2021.06.14.14.25.15_veh-26_00597_00827,2021.06.14.14.25.15_veh-26,9010372,1b25bb3391db58da0734ffbffa7199dd1b512c9756fff75fde20d40158c773c5,460,84,33,1,0,0,24,8,84,32,stage2:train,13,13
2021.06.14.14.25.15_veh-26_00867_01088,2021.06.14.14.25.15_veh-26,11213451,5da32948326f0298ac9595b8b54abb44d7141d1c89533cc596b9355eab2e0bbe,440,30,32,1,0,0,30,1,30,31,stage2:train,5,5
2021.06.14.14.25.15_veh-26_01236_01585,2021.06.14.14.25.15_veh-26,18844700,ecbadeb9bccf4a8cb3342dc0b7e91dedc0435ef14749935bc9e458b323cbe056,695,43,50,1,0,0,45,4,43,49,stage2:train,6,6
2021.06.14.14.25.15_veh-26_01600_01699,2021.06.14.14.25.15_veh-26,9215653,6066975ee4be8086b819915f635483cb58c16cd4ea74007ddbb40885ce8730cf,197,7,15,1,0,0,13,1,7,14,stage2:train,2,2
2021.06.14.14.25.15_veh-26_01835_01960,2021.06.14.14.25.15_veh-26,5527114,f8c2ad92ea05568ff2dc5f1a3bccc302ebd6a8d968b061a36ebb7fb4657f70f0,249,65,18,1,0,0,13,4,65,17,stage2:train,8,8
2021.06.14.14.25.15_veh-26_02009_02099,2021.06.14.14.25.15_veh-26,3106163,908a283714dd3207b8607ec10cb74b770ea8ad941edb0f7da17ef5c355ca48f6,178,24,13,1,0,0,9,3,24,12,stage2:train,3,3
2021.06.14.14.25.15_veh-26_02179_02316,2021.06.14.14.25.15_veh-26,4179758,cfb17418c45d3b1ca50a35bf4c533861e8f0d06fb447436ed0d15e1a7f89a281,275,9,20,1,0,0,18,1,9,19,stage2:train,1,1
2021.06.14.14.25.15_veh-26_02376_02575,2021.06.14.14.25.15_veh-26,8448668,daee05c31bcabb3326140f7429a9e514a455bc91c3a0d9e38cd914ccc7e39a67,397,18,29,1,0,0,26,2,18,28,stage2:train,3,3
2021.06.14.14.25.15_veh-26_02770_02830,2021.06.14.14.25.15_veh-26,4947763,8bc8b8ab583228b961300f4af3a39b2c4c13483722b89cf3d7a92bd90a232e8c,120,16,9,1,0,0,7,1,16,8,stage2:train,2,2
2021.06.14.14.25.15_veh-26_02841_02921,2021.06.14.14.25.15_veh-26,3313218,98b298f7648c543b947068c4444217314e03f7b49e5c54ea352e419c07ad4496,159,18,12,1,0,0,10,1,18,11,stage2:train,3,3
2021.06.14.14.25.15_veh-26_02932_03190,2021.06.14.14.25.15_veh-26,10608311,253a2262de0bc4c120bab1ee893fd9e18d5f1e6f8aff42e26ab84a1c41c45969,514,141,37,1,0,0,27,9,141,36,stage2:train,18,18
2021.06.14.14.25.15_veh-26_03201_03386,2021.06.14.14.25.15_veh-26,9423327,490fbd57b0d5222311ded4fe859511d29cecc6a94bfb6e335da319e45af10bcf,369,21,27,1,0,0,25,1,21,26,stage2:train,3,3
2021.06.14.14.25.15_veh-26_03415_03581,2021.06.14.14.25.15_veh-26,8332498,e2cc624de7a661d410f2b166bde9982df1fb777f3efbed214e490c9c0bf38d28,332,43,24,1,0,0,18,5,43,23,stage2:train,6,6
2021.06.14.14.25.15_veh-26_03592_03664,2021.06.14.14.25.15_veh-26,5080364,3ae03ed795b019063f5e709ae1b0450043ef7a04bf5d47e88b0f946c0353f91a,144,6,11,1,0,0,8,2,6,10,stage2:train,2,2
2021.06.14.14.25.15_veh-26_03675_03860,2021.06.14.14.25.15_veh-26,14126279,e9c611acfe056fdeea7bbeb8776d61f3fe0d30aadc175e080b2416859da5569e,365,80,27,1,0,0,19,7,80,26,stage2:train,9,9
2021.06.14.14.25.15_veh-26_03871_03953,2021.06.14.14.25.15_veh-26,7039559,fcba88cef9ee213fa64063790f8d0a9c3da2c58dba3440f021e41a3529901796,164,26,12,1,0,0,10,1,26,11,stage2:train,5,5
2021.06.14.14.25.15_veh-26_03964_04278,2021.06.14.14.25.15_veh-26,12161728,7daba41546f932d13430a9f0b118835efe6c910e99bc7f2af9eeb12fc7991b83,625,142,45,1,0,0,34,10,142,44,stage2:train,20,20
2021.06.14.14.25.15_veh-26_04289_04406,2021.06.14.14.25.15_veh-26,6322191,5fc8e581f14297db33b550aa4c859d25cf87e9c6c6726a13f309adccd948bd34,234,24,17,1,0,0,14,2,24,16,stage2:train,4,4
2021.06.14.14.25.15_veh-26_04417_04531,2021.06.14.14.25.15_veh-26,3040588,e8ede28cf92d7fc786b955ed31341af7fc2f3bfad00feede7fe87d9db7a914b1,228,12,17,1,0,0,15,1,12,16,stage2:train,2,2
2021.06.14.14.25.15_veh-26_04542_04617,2021.06.14.14.25.15_veh-26,3818875,0eb6947c5ff5191bb2df7e9f5e3ac5dd4a0a0ba36b6387d17e54da47be9222c5,147,13,11,1,0,0,9,1,13,10,stage2:train,2,2
2021.06.14.14.25.15_veh-26_04936_05073,2021.06.14.14.25.15_veh-26,12111613,1f89b60659df57d1b2244046ab0272b6f1ebf6d05cc031ca122a6911b9fbfcaa,272,11,20,1,0,0,18,1,11,19,stage2:train,2,2
2021.06.14.14.25.15_veh-26_05108_05312,2021.06.14.14.25.15_veh-26,7671121,175b8311a1cad365fbb9b4ba22a564e0072dd73d61aa9c0f6dbf4294dabbfc7c,408,77,30,1,0,1,23,5,77,28,stage2:train,11,11
2021.06.14.16.32.09_veh-35_00016_00087,2021.06.14.16.32.09_veh-35,3156623,a11337120ed4413eec71a5cd3c264ca28c43053477caf96b9f545f1cd5abf413,142,6,11,1,0,0,9,1,6,10,stage3:train,1,1
2021.06.14.16.32.09_veh-35_00100_00272,2021.06.14.16.32.09_veh-35,7614755,9fd7214e8cfc7ad1e2bcf30b98b2d1a3cd1e81448605791110e00e496e7e822c,344,13,25,1,0,0,23,1,13,24,stage3:train,2,2
2021.06.14.16.32.09_veh-35_00283_00357,2021.06.14.16.32.09_veh-35,3092768,e23bd23794a9cf2ce869ce91258bace65031f2482983ce94f7477e7483851028,148,9,11,1,0,0,9,1,9,10,stage3:train,2,2
2021.06.14.16.32.09_veh-35_00574_00989,2021.06.14.16.32.09_veh-35,19350354,a5cc87fcf3fc05d2b118a5c3ee9da2f08dc281788d7b97a088ba363d49e8738f,830,140,60,1,0,0,48,11,140,59,stage3:train,23,23
2021.06.14.16.32.09_veh-35_01219_01415,2021.06.14.16.32.09_veh-35,7333593,79067f0578bbf7997616065e695d74eb902fb50b745ea27615d97f2e1acf213c,392,41,28,0,0,0,25,3,41,28,stage3:train,6,6
2021.06.14.16.32.09_veh-35_01489_01563,2021.06.14.16.32.09_veh-35,2761568,292f9afc2295ce7cf3ea4c562cc66d0ce69105600fbcdd24cc981f69f90aafb0,148,31,11,1,0,0,8,2,31,10,stage3:train,5,5
2021.06.14.16.32.09_veh-35_01620_01699,2021.06.14.16.32.09_veh-35,6463231,bae9a003fab6758e4badcc3517199c1e83987fda3356aa7177c37a3fc92a0b70,158,10,12,1,0,0,10,1,10,11,stage3:train,2,2
2021.06.14.16.32.09_veh-35_01710_01770,2021.06.14.16.32.09_veh-35,3283265,a096f644465d75798653f7298783988dd6789798af2362d86a04c83365276c51,120,33,9,1,0,0,6,2,33,8,stage3:train,4,4
2021.06.14.16.32.09_veh-35_01781_02379,2021.06.14.16.32.09_veh-35,30792773,6889c61dad120a6a88f846451d2c29811b8481d6ca719e97f5124ba0796b140b,1196,234,86,1,0,0,67,18,234,85,stage3:train,32,32
2021.06.14.16.32.09_veh-35_02435_02526,2021.06.14.16.32.09_veh-35,3158544,812ca8383300ed2989dd6c6c20acf53f4cb3eda57918a64e52505ebbcdc032bb,182,19,13,0,0,0,12,1,19,13,stage3:train,2,2
2021.06.14.16.32.09_veh-35_02537_02597,2021.06.14.16.32.09_veh-35,2157940,b9da8cc7a6558aab23c7961fd2b821f1346b0a11fcf7f4e6807eb50e4626c9b6,120,3,9,1,0,0,8,0,3,8,stage3:train,1,1
2021.06.14.16.32.09_veh-35_02618_02873,2021.06.14.16.32.09_veh-35,14987680,30f43b64830e3f177016b8ac18cd52715531a5c76676dea21cfd267160293960,510,155,37,1,0,0,24,12,155,36,stage3:train,18,18
2021.06.14.16.32.09_veh-35_02928_03118,2021.06.14.16.32.09_veh-35,8481952,0b76e00a3f159761cac5ba645f9a150d176cedd3e9ed6b5faed322bd0f14078d,380,74,28,1,0,0,21,6,74,27,stage3:train,11,11
2021.06.14.16.32.09_veh-35_03129_03220,2021.06.14.16.32.09_veh-35,2758120,bb87f2c118795e4bdaa5bb2be38c327d8448a96e8d3643925468877649d9da29,182,51,13,0,0,0,7,6,51,13,stage3:train,7,7
2021.06.14.16.32.09_veh-35_03231_03426,2021.06.14.16.32.09_veh-35,9843092,00951ac94f50213f2e93f4a6eda30b151514488ba83ed81ea04e509abb890c2d,390,86,28,1,0,0,20,7,86,27,stage3:train,12,12
2021.06.14.16.32.09_veh-35_03438_03580,2021.06.14.16.32.09_veh-35,5731916,8faaa78aeb0b99004cd38596348b00e2b3826fd495c7df06431cd9f2a46ace64,284,16,21,1,0,0,19,1,16,20,stage3:train,4,4
2021.06.14.16.32.09_veh-35_03635_03792,2021.06.14.16.32.09_veh-35,13592607,af38f553375eb4d892b1d8f3227b9c8a732dbb28f70e512db4551a105d3b6502,314,2,23,1,0,0,22,0,2,22,stage3:train,1,1
2021.06.14.16.32.09_veh-35_03803_04103,2021.06.14.16.32.09_veh-35,19310456,9b84b3e38a7447b83b87039b72b84e52b39837dd71584ff10995affd19346d1a,600,108,43,1,0,0,31,11,108,42,stage3:train,13,13
2021.06.14.16.32.09_veh-35_04114_04359,2021.06.14.16.32.09_veh-35,10543293,ec29d8c384858e6d83134b8415967839d36957edb37a0a4089103e224fae6ce1,490,64,35,0,0,0,30,5,64,35,stage3:train,11,11
2021.06.14.16.32.09_veh-35_04516_04698,2021.06.14.16.32.09_veh-35,7414355,a15a866d9e05449f6cf1307f817a9764b197e4a13b3f1829ff7b87c31d41bf09,364,19,26,0,0,0,23,3,19,26,stage3:train,4,4
2021.06.14.16.32.09_veh-35_04749_05027,2021.06.14.16.32.09_veh-35,8976057,9c981e50723b8207d7be4836cbb306cd27e91c45abe1f7a84eaa01ce9e5e9f85,556,5,40,1,0,0,39,0,5,39,stage3:train,1,1
2021.06.14.16.32.09_veh-35_05038_05402,2021.06.14.16.32.09_veh-35,24504931,3755612f5892ca8212e2f478eaa918208bec575308f607b6d70eeeec0586d40c,728,38,52,0,0,0,50,2,38,52,stage3:train,5,5
2021.06.14.16.48.02_veh-12_00009_00127,2021.06.14.16.48.02_veh-12,3213466,fb3960b3533f874865174ce8ab1bc85ab74a77533deef71bab57651516109f55,235,65,17,1,0,0,12,4,65,16,stage3:train,11,11
2021.06.14.16.48.02_veh-12_00285_00574,2021.06.14.16.48.02_veh-12,11657222,414284fdabc260dd33765539e23dd590bb0f518c47ecd96aa4184dad622d533e,576,30,42,1,0,0,39,2,30,41,stage3:train,4,4
2021.06.14.16.48.02_veh-12_00585_00672,2021.06.14.16.48.02_veh-12,3089722,bb622f856d9735f107a697ba5c8a0e7ed9f14ba1e653262e15e7fabb895ea85a,174,29,13,1,0,0,10,2,29,12,stage3:train,5,5
